,IMDB ID,MPAA,genres,in release,movie name,opening,release date,running time,widest release
716,tt6105406,N/A,"Action
    
        Adventure
    
        Biography
    
        Documentary",454,Charged: The Eduardo Garcia Story,N/A,"Oct 4, 2017",1.43,3
717,tt0381006,PG,Documentary,183,America's Heart & Soul,134939,"Jul 2, 2004
            -
            Jul 29, 2004",1.4,98
718,tt0339147,R,"Action
    
        Crime
    
        Horror
    
        Thriller",323,Highwaymen,195436,"Feb 13, 2004
            -
            Mar 4, 2004",1.33,111
719,tt3501632,PG-13,"Action
    
        Adventure
    
        Comedy
    
        Fantasy
    
        Sci-Fi",424,Thor: Ragnarok,122744989,"Nov 3, 2017
            -
            Mar 15, 2018",2.17,4080
720,tt2660888,PG-13,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",163,Star Trek Beyond,59253211,"Jul 22, 2016
            -
            Oct 20, 2016",2.03,3928
721,tt4228294,R,Drama,191,Les Cowboys,13178,"Jun 24, 2016
            -
            Jul 17, 2016",1.73,12
722,tt6360332,N/A,Documentary,312,Is Genesis History?,774210,"Feb 23, 2017
            -
            Mar 17, 2017",1.67,704
723,tt6874242,N/A,Documentary,466,Just One Drop,N/A,"Sep 22, 2017",1.1,6
724,tt0298845,PG-13,Drama,402,In America,205229,"Nov 26, 2003
            -
            Jun 10, 2004",1.75,403
725,tt3896198,PG-13,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi",241,Guardians of the Galaxy Vol. 2,146510104,"May 5, 2017
            -
            Sep 21, 2017",2.27,4347
726,tt4501454,PG-13,"Comedy
    
        Drama
    
        Romance",254,The Meddler,57022,"Apr 22, 2016
            -
            Aug 25, 2016",1.72,464
727,tt5815940,N/A,"Mystery
    
        Romance
    
        Thriller",198,Gentleman,537490,"Jun 17, 2016
            -
            Jul 14, 2016",2.4,126
728,tt5072406,N/A,Drama,201,Moka,10094,"Jun 14, 2017
            -
            Oct 26, 2017",1.48,18
729,tt0206113,PG,"Drama
    
        Sport",254,Madison,268370,"Apr 22, 2005
            -
            May 12, 2005",1.5699999999999998,94
730,tt1730768,PG-13,"Biography
    
        Drama
    
        History
    
        War",276,The Zookeeper's Wife,3288835,"Mar 31, 2017 (Apr 7, 2017)
            -
            Jun 22, 2017",2.12,1057
731,tt5698568,R,"Drama
    
        History
    
        War",304,1898: Our Last Men in the Philippines,1844,"Mar 3, 2017
            -
            Mar 9, 2017",1.75,10
732,tt4246856,PG-13,"Drama
    
        Thriller",73,Wildflower,9237,"Oct 20, 2016
            -
            Nov 2, 2016",1.53,8
733,tt7424358,N/A,"Biography
    
        Documentary",95,Steve McQueen: American Icon,N/A,"Sep 28, 2017
            -
            Sep 28, 2017",N/A,787
734,tt5649144,R,Drama,452,The Florida Project,157553,"Oct 6, 2017
            -
            Mar 22, 2018",1.85,229
735,tt2461150,PG-13,"Comedy
    
        Crime",98,Masterminds,6541205,"Sep 30, 2016
            -
            Nov 10, 2016",1.58,3042
736,tt0333766,R,"Comedy
    
        Drama
    
        Romance",522,Garden State,201115,"Jul 28, 2004 (Aug 20, 2004)
            -
            Jan 27, 2005",1.7,813
737,tt0388183,PG-13,"Comedy
    
        Crime",254,King's Ransom,2300000,"Apr 22, 2005
            -
            Jun 2, 2005",1.58,1508
738,tt0420251,R,Horror,70,Three... Extremes,36414,"Oct 28, 2005
            -
            Nov 17, 2005",1.97,19
739,tt3640424,R,"Action
    
        Drama
    
        Romance
    
        Thriller
    
        War",404,Allied,12701743,"Nov 23, 2016
            -
            Jan 26, 2017",2.07,3160
740,tt4687276,N/A,"Action
    
        Comedy
    
        Horror",200,Range 15,1044,"Jun 15, 2016",1.48,260
741,tt0058946,N/A,"Drama
    
        War",451,The Battle of Algiers,13536,"Oct 7, 2016
            -
            Jan 16, 2017",2.02,7
742,tt6848602,PG-13,Thriller,98,Til Death Do Us Part,1527289,"Sep 29, 2017
            -
            Nov 12, 2017",1.6800000000000002,562
743,tt2378507,PG-13,"Biography
    
        Drama",143,The Glass Castle,4678548,"Aug 11, 2017
            -
            Oct 12, 2017",2.12,1461
744,tt0402141,N/A,"Comedy
    
        Romance",394,After Midnight,7634,"Dec 3, 2004
            -
            Aug 7, 2005",1.53,3
745,tt0402894,R,"Adventure
    
        Comedy
    
        Drama
    
        Romance",372,Casanova,119276,"Dec 25, 2005 (Jan 6, 2006)
            -
            Apr 20, 2006",1.87,1011
746,tt0309987,NC-17,"Drama
    
        Romance",330,The Dreamers,142632,"Feb 6, 2004
            -
            Jun 10, 2004",1.92,116
747,tt0356634,PG,"Animation
    
        Comedy
    
        Family
    
        Fantasy",204,Garfield,21727611,"Jun 11, 2004
            -
            Nov 4, 2004",1.33,3150
748,tt0347149,PG,"Adventure
    
        Animation
    
        Family
    
        Fantasy",205,Howl's Moving Castle,427987,"Jun 10, 2005
            -
            Oct 6, 2005",1.98,202
749,tt0362270,R,"Action
    
        Adventure
    
        Comedy
    
        Drama
    
        Romance",387,The Life Aquatic with Steve Zissou,113085,"Dec 10, 2004 (Dec 25, 2004)
            -
            Mar 3, 2005",1.98,1105
750,tt4154858,N/A,"Action
    
        Adventure
    
        Sci-Fi",122,Inhumans,1135440,"Sep 1, 2017
            -
            Sep 7, 2017",4.05,393
751,tt0401792,R,"Crime
    
        Thriller",275,Sin City,28100000,"Apr 1, 2005
            -
            Aug 11, 2005",2.07,3230
752,tt0361925,PG-13,"Comedy
    
        Romance",316,Welcome to Mooseport,6775132,"Feb 20, 2004
            -
            May 13, 2004",1.83,2868
753,tt0787524,PG-13,"Biography
    
        Drama",247,The Man Who Knew Infinity,80325,"Apr 29, 2016
            -
            Aug 4, 2016",1.8,288
754,tt5946128,N/A,"Drama
    
        Romance",44,Dear Zindagi,977862,"Nov 23, 2016
            -
            Dec 15, 2016",2.52,156
755,tt6054650,PG,Drama,98,A Question of Faith,1025489,"Sep 29, 2017
            -
            Dec 14, 2017",1.73,661
756,tt3381008,R,"Action
    
        Adventure
    
        Comedy
    
        Crime
    
        Thriller",296,The Brothers Grimsby,3258327,"Mar 11, 2016
            -
            Apr 14, 2016",1.38,2235
757,tt0318155,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",414,Looney Tunes: Back in Action,9317371,"Nov 14, 2003
            -
            Feb 1, 2004",1.55,2903
758,tt2239822,PG-13,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",164,Valerian and the City of a Thousand Planets,17007624,"Jul 21, 2017
            -
            Sep 21, 2017",2.2800000000000002,3553
759,tt5829116,N/A,Comedy,198,The Homeless Billionaire,19771,"Jun 17, 2016
            -
            Jun 23, 2016",1.47,1
760,tt4449576,N/A,Documentary,301,Tomorrow,1480,"Mar 10, 2017",1.97,20
761,tt6175078,N/A,"Action
    
        Comedy
    
        Crime",77,Luck-Key,113846,"Oct 21, 2016
            -
            Nov 22, 2016",1.87,26
762,tt0327210,PG,"Comedy
    
        Drama
    
        Family",324,Uncle Nino,165000,"Feb 11, 2005",1.73,189
763,tt4874206,N/A,Drama,262,The Student,N/A,"Apr 14, 2017
            -
            May 4, 2017",1.97,1
764,tt4947738,PG,Biography,91,Spirit of the Game,45580,"Oct 7, 2016",1.63,27
765,tt7312940,PG-13,"Action
    
        Adventure
    
        Drama
    
        Sci-Fi",63,Singularity,533,"Nov 3, 2017",1.53,75
766,tt0419706,R,"Action
    
        Adventure
    
        Fantasy
    
        Horror
    
        Sci-Fi
    
        War",77,Doom,15488870,"Oct 21, 2005
            -
            Dec 1, 2005",1.75,3044
767,tt0428003,R,Comedy,77,El vacilÃ³n: The Movie,266935,"Oct 21, 2005
            -
            Dec 22, 2005",1.5,36
768,tt2649554,PG-13,"Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller",289,Midnight Special,190012,"Mar 18, 2016
            -
            May 26, 2016",1.87,521
769,tt1211837,PG-13,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",423,Doctor Strange,85058311,"Nov 4, 2016
            -
            Mar 16, 2017",1.92,3882
770,tt5726616,R,"Drama
    
        Romance",403,Call Me by Your Name,412932,"Nov 24, 2017 (Jan 19, 2018)
            -
            Apr 26, 2018",2.2,914
771,tt6509432,N/A,Documentary,84,The Departure,4850,"Oct 13, 2017
            -
            Dec 7, 2017",1.45,7
772,tt5215486,N/A,"Documentary
    
        History",460,Dawson City: Frozen Time,N/A,"Oct 2, 2016
            -
            Dec 7, 2017",N/A,8
773,tt0338348,N/A,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",404,The Polar Express,1222220,"Nov 23, 2005
            -
            Feb 2, 2006",1.67,66
774,tt0436078,N/A,"Comedy
    
        Documentary",521,The Aristocrats,243796,"Jul 29, 2005
            -
            Jan 26, 2006",1.48,234
775,tt2446980,PG-13,Drama,373,Joy,17015168,"Dec 25, 2015
            -
            Mar 17, 2016",2.07,2924
776,tt2283362,PG-13,"Action
    
        Adventure
    
        Comedy
    
        Fantasy",377,Jumanji: Welcome to the Jungle,36169328,"Dec 20, 2017
            -
            May 31, 2018",1.98,3849
777,tt3414960,R,"Comedy
    
        Drama",289,Ktown Cowboys,12523,"Mar 18, 2016
            -
            Mar 31, 2016",1.35,4
778,tt0086506,N/A,"Documentary
    
        Music",1,On Tour with Pina Bausch,1756,"Apr 4, 2014",5.12,2
779,tt0056141,N/A,"Drama
    
        Romance",269,A Kind of Loving,3278,"Apr 7, 2017
            -
            Apr 13, 2017",1.88,1
780,tt4457020,PG-13,"Comedy
    
        Drama
    
        Family",77,El JeremÃ­as,314109,"Oct 21, 2016
            -
            Nov 22, 2016",1.58,192
781,tt3717252,R,"Action
    
        Adventure
    
        Fantasy
    
        Horror",360,Underworld: Blood Wars,13688751,"Jan 6, 2017
            -
            Mar 9, 2017",1.52,3070
782,tt1935089,R,"Drama
    
        Romance",171,Blind,12522,"Jul 14, 2017",1.63,14
783,tt2404435,PG-13,"Action
    
        Adventure
    
        Western",465,The Magnificent Seven,34703397,"Sep 23, 2016
            -
            Jan 5, 2017",2.2,3696
784,tt4333662,N/A,Documentary,303,They Will Have to Kill Us First: Malian Music In Exile,4106,"Mar 4, 2016
            -
            Mar 13, 2016",1.67,2
785,tt0092048,N/A,Comedy,437,Tampopo,16410,"Oct 21, 2016
            -
            Feb 16, 2017",1.9,4
786,tt5997666,N/A,"Comedy
    
        Drama
    
        Romance",150,Jab Harry Met Sejal,1284740,"Aug 4, 2017
            -
            Aug 10, 2017",2.38,280
787,tt0418647,PG,"Drama
    
        Family
    
        Sport",437,Dreamer: Inspired by a True Story,9178233,"Oct 21, 2005
            -
            Jan 5, 2006",1.77,2735
788,tt3077214,PG-13,"Drama
    
        History",436,Suffragette,76244,"Oct 23, 2015
            -
            Jan 14, 2016",1.77,517
789,tt3797868,PG-13,"Drama
    
        Romance",331,The Choice,6050443,"Feb 5, 2016
            -
            Mar 31, 2016",1.85,2631
790,tt4052882,PG-13,"Drama
    
        Horror
    
        Thriller",191,The Shallows,16800868,"Jun 24, 2016
            -
            Sep 29, 2016",1.43,2962
791,tt6130166,N/A,Action,72,Ism,120155,"Oct 21, 2016
            -
            Nov 2, 2016",2.2,79
792,tt0338095,R,Horror,205,High Tension,1897705,"Jun 10, 2005
            -
            Jun 30, 2005",1.52,1323
793,tt3319920,R,"Crime
    
        Drama
    
        Mystery
    
        Thriller",331,Regression,33915,"Feb 5, 2016
            -
            Feb 25, 2016",1.77,100
794,tt0335438,PG-13,"Comedy
    
        Crime",302,Starsky & Hutch,28103367,"Mar 5, 2004
            -
            Jul 15, 2004",1.6800000000000002,3185
795,tt4824302,PG-13,"Comedy
    
        Drama
    
        Romance",247,Mother's Day,8369184,"Apr 29, 2016
            -
            Jun 16, 2016",1.97,3291
796,tt2241351,R,"Crime
    
        Drama
    
        Thriller",233,Money Monster,14788157,"May 13, 2016
            -
            Aug 4, 2016",1.63,3104
797,tt4573516,R,"Action
    
        Drama
    
        Sci-Fi
    
        Thriller",248,Sleight,1701785,"Apr 28, 2017
            -
            Jun 8, 2017",1.48,591
798,tt3969208,PG,Drama,359,Trust Fund,18023,"Jan 8, 2016
            -
            Feb 11, 2016",1.78,4
799,tt0054407,N/A,"Crime
    
        Drama
    
        Thriller",187,Le Trou,6756,"Jun 28, 2017
            -
            Sep 28, 2017",2.18,3
800,tt0364343,PG-13,"Drama
    
        Sci-Fi
    
        Thriller",84,The Final Cut,226296,"Oct 15, 2004
            -
            Nov 11, 2004",1.58,117
801,tt3332064,PG,"Adventure
    
        Comedy
    
        Family
    
        Fantasy",450,Pan,15315435,"Oct 9, 2015
            -
            Jan 7, 2016",1.85,3515
802,tt0407265,R,"Adventure
    
        Comedy
    
        Drama",395,Transamerica,46908,"Dec 2, 2005 (Mar 3, 2006)
            -
            Jun 1, 2006",1.72,656
803,tt2056771,R,"Drama
    
        Thriller",242,A Bigger Splash,114419,"May 4, 2016
            -
            Jul 7, 2016",2.08,378
804,tt3026488,R,"Drama
    
        History
    
        War",353,Alone in Berlin,8869,"Jan 13, 2017
            -
            Feb 12, 2017",1.72,5
805,tt4273292,PG-13,"Drama
    
        Horror
    
        Thriller
    
        War",86,Under the Shadow,13565,"Oct 7, 2016
            -
            Oct 27, 2016",1.4,14
806,tt0059803,N/A,"Drama
    
        Western",112,Time to Die,3411,"Sep 15, 2017
            -
            Dec 7, 2017",1.5,3
807,tt5116504,R,Drama,115,True to the Game,472436,"Sep 8, 2017
            -
            Oct 31, 2017",1.8,461
808,tt4139124,R,"Action
    
        Comedy
    
        Crime",247,Keanu,9453224,"Apr 29, 2016
            -
            Jun 30, 2016",1.67,2681
809,tt2543164,PG-13,"Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller",416,Arrival,24074047,"Nov 11, 2016
            -
            Mar 9, 2017",1.9300000000000002,3115
810,tt3422078,PG,"Adventure
    
        Animation
    
        Comedy
    
        Drama
    
        Family
    
        Mystery
    
        Sci-Fi
    
        Thriller",282,April and the Extraordinary World,11413,"Mar 25, 2016
            -
            Jun 9, 2016",1.75,35
811,tt6346162,PG,Musical,317,Disney's Newsies: The Broadway Musical!,1333538,"Feb 18, 2017
            -
            Feb 23, 2017",2.48,780
812,tt4414438,R,"Comedy
    
        Music
    
        Romance",72,It Had to Be You,5302,"Oct 21, 2016
            -
            Oct 27, 2016",1.42,2
813,tt0438205,PG,"Documentary
    
        Family
    
        Music",238,Mad Hot Ballroom,45348,"May 13, 2005
            -
            Nov 28, 2005",1.75,202
814,tt3498820,PG-13,"Action
    
        Adventure
    
        Sci-Fi",240,Captain America: Civil War,179139142,"May 6, 2016
            -
            Sep 22, 2016",2.45,4226
815,tt2711898,N/A,Drama,205,Diary of a Chambermaid,10053,"Jun 10, 2016
            -
            Jul 4, 2016",1.6,9
816,tt4726636,N/A,"Comedy
    
        Fantasy",297,Slack Bay,N/A,"Mar 10, 2017
            -
            Oct 5, 2017",2.03,7
817,tt2261287,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Music",133,Leap!,4730038,"Aug 25, 2017
            -
            Dec 7, 2017",1.48,2705
818,tt6865478,N/A,Documentary,182,The Last Dalai Lama?,9786,"Jul 7, 2017",1.37,18
819,tt0398375,PG-13,"Comedy
    
        Drama
    
        Romance",372,Rumor Has It...,3473155,"Dec 25, 2005
            -
            Mar 9, 2006",1.62,2815
820,tt3315342,R,"Action
    
        Drama
    
        Sci-Fi
    
        Thriller",304,Logan,88411916,"Mar 3, 2017
            -
            Jul 13, 2017",2.2800000000000002,4071
821,tt5310090,N/A,"Action
    
        Drama
    
        Sport",338,Saala Khadoos,76931,"Jan 29, 2016
            -
            Jan 31, 2016",1.8199999999999998,70
822,tt3859980,N/A,"Action
    
        Adventure
    
        Drama
    
        History",142,Mohenjo Daro,747791,"Aug 12, 2016
            -
            Sep 8, 2016",2.58,246
823,tt6359956,R,Comedy,426,A Bad Moms Christmas,16759161,"Nov 1, 2017
            -
            Jan 11, 2018",1.73,3615
824,tt6333080,N/A,"Documentary
    
        Music",232,Rumble: The Indians Who Rocked The World,N/A,"May 18, 2017
            -
            Dec 7, 2017",1.72,22
825,tt0417415,G,"Documentary
    
        Family",1,Aliens of the Deep,479368,"Jan 28, 2005
            -
            Dec 20, 2007",1.67,27
826,tt1966359,R,"Comedy
    
        Drama",375,Father Figures,3287451,"Dec 22, 2017
            -
            Feb 15, 2018",1.88,2902
827,tt6261048,PG,Drama,213,"Love, Kennedy",45285,"Jun 2, 2017
            -
            Oct 12, 2017",1.53,19
828,tt4322510,N/A,"Biography
    
        Documentary
    
        History
    
        Music",353,Vince Giordano: There's a Future in the Past,6285,"Jan 13, 2017",1.5,1
829,tt2674426,PG-13,"Drama
    
        Romance",212,Me Before You,18723269,"Jun 3, 2016
            -
            Aug 18, 2016",1.77,2762
830,tt2398241,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",269,Smurfs: The Lost Village,13210449,"Apr 7, 2017
            -
            Aug 3, 2017",1.5,3610
831,tt3203606,R,"Biography
    
        Drama",422,Trumbo,74177,"Nov 6, 2015 (Nov 27, 2015)
            -
            Mar 3, 2016",2.07,660
832,tt0434424,PG-13,"Comedy
    
        Music
    
        Romance",128,Undiscovered,676048,"Aug 26, 2005
            -
            Sep 8, 2005",1.62,1304
833,tt3704050,R,"Drama
    
        Mystery
    
        Thriller",443,Remember,27006,"Oct 16, 2015",1.5699999999999998,43
834,tt1979319,N/A,"Action
    
        Drama
    
        History",146,Rurouni Kenshin Part I: Origins,N/A,"Aug 8, 2016
            -
            Aug 10, 2016",2.23,27
835,tt3913194,N/A,"Documentary
    
        History
    
        Music",157,Turn It Around: The Story of East Bay Punk,5211,"Jul 28, 2017
            -
            Sep 21, 2017",2.58,3
836,tt1051904,PG,"Adventure
    
        Comedy
    
        Family
    
        Fantasy
    
        Horror",443,Goosebumps,23618556,"Oct 16, 2015
            -
            Feb 18, 2016",1.72,3618
837,tt3253232,PG-13,"Comedy
    
        Romance",28,The Bounce Back,227354,"Dec 9, 2016
            -
            Dec 22, 2016",1.73,615
838,tt3450900,PG-13,"Drama
    
        Fantasy
    
        Mystery",128,The Sea of Trees,1877,"Aug 26, 2016
            -
            Sep 15, 2016",1.83,101
839,tt3522806,R,"Action
    
        Adventure
    
        Thriller",128,Mechanic: Resurrection,7456525,"Aug 26, 2016
            -
            Oct 27, 2016",1.63,2258
840,tt2531318,N/A,"Documentary
    
        Music",473,The Beatles: Eight Days a Week - The Touring Years,785336,"Sep 15, 2016
            -
            Jan 8, 2017",1.77,155
841,tt0491203,R,"Drama
    
        History
    
        Romance",126,Tulip Fever,1158017,"Sep 1, 2017
            -
            Nov 16, 2017",1.75,772
842,tt5836866,N/A,Documentary,66,The Work,3286,"Oct 27, 2017
            -
            Nov 2, 2017",1.48,2
843,tt3371366,PG-13,"Action
    
        Adventure
    
        Sci-Fi",194,Transformers: The Last Knight,44680073,"Jun 21, 2017
            -
            Aug 24, 2017",2.57,4132
844,tt0363473,PG-13,"Biography
    
        Drama
    
        Music
    
        Musical",380,Beyond the Sea,45264,"Dec 17, 2004
            -
            Mar 31, 2005",1.97,383
845,tt0276919,R,"Crime
    
        Drama",281,Dogville,88855,"Mar 26, 2004
            -
            Jun 17, 2004",2.9699999999999998,70
846,tt0395251,PG-13,"Comedy
    
        Musical",381,The Producers,154590,"Dec 16, 2005 (Dec 25, 2005)
            -
            Feb 23, 2006",2.23,978
847,tt3551954,N/A,Documentary,198,Raiders!: The Story of the Greatest Fan Film Ever Made,26059,"Jun 17, 2016
            -
            Aug 25, 2016",1.77,27
848,tt5910280,N/A,"Action
    
        Drama",128,Tunnel,172521,"Aug 26, 2016
            -
            Sep 29, 2016",2.1,36
849,tt3352390,R,"Horror
    
        Mystery
    
        Thriller",105,Friend Request,2002863,"Sep 22, 2017
            -
            Nov 30, 2017",1.53,2573
850,tt1759682,N/A,"Documentary
    
        Drama
    
        History
    
        Romance",426,The Loving Story,N/A,"Nov 1, 2016",1.28,4
851,tt5120400,N/A,"Horror
    
        Thriller",129,Red Christmas,280,"Aug 25, 2017
            -
            Oct 19, 2017",1.37,3
852,tt1985949,PG,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family",226,The Angry Birds Movie,38155177,"May 20, 2016
            -
            Sep 15, 2016",1.62,3932
853,tt3416828,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Romance
    
        Sci-Fi",163,Ice Age: Collision Course,21373064,"Jul 22, 2016
            -
            Nov 3, 2016",1.5699999999999998,3997
854,tt0402399,PG-13,"Biography
    
        Drama
    
        History
    
        Romance",372,The New World,30864,"Dec 25, 2005 (Jan 20, 2006)
            -
            Apr 2, 2006",2.25,811
855,tt0368913,PG-13,Drama,330,Osama,51969,"Feb 6, 2004
            -
            May 27, 2004",1.38,35
856,tt4504626,N/A,"Biography
    
        Documentary
    
        News
    
        War",93,Among the Believers,1900,"Sep 30, 2016
            -
            Oct 13, 2016",1.4,1
857,tt3234084,R,Comedy,122,I Do... Until I Don't,170775,"Sep 1, 2017
            -
            Sep 21, 2017",1.77,165
858,tt6277440,N/A,"Comedy
    
        Drama
    
        Romance",297,Badrinath Ki Dulhania,862008,"Mar 10, 2017
            -
            Apr 13, 2017",2.32,156
859,tt6281242,N/A,"Romance
    
        Western",56,Painted Woman,N/A,"Nov 10, 2017
            -
            Dec 17, 2017",1.8,4
860,tt1219827,PG-13,"Action
    
        Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller",276,Ghost in the Shell,18676033,"Mar 31, 2017
            -
            May 25, 2017",1.78,3440
861,tt0408306,R,"Action
    
        Drama
    
        History
    
        Thriller",374,Munich,4152260,"Dec 23, 2005 (Jan 6, 2006)
            -
            Mar 30, 2006",2.73,1498
862,tt0368975,PG,"Comedy
    
        Family
    
        Romance",176,Sleepover,4171226,"Jul 9, 2004
            -
            Aug 26, 2004",1.48,2207
863,tt0416315,R,"Horror
    
        Thriller",372,Wolf Creek,2805754,"Dec 25, 2005
            -
            Mar 9, 2006",1.65,1761
864,tt4877122,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",161,The Emoji Movie,24531923,"Jul 28, 2017
            -
            Nov 30, 2017",1.43,4075
865,tt1135989,PG-13,"Biography
    
        Drama
    
        History
    
        Mystery
    
        Romance
    
        War",135,A Tale of Love and Darkness,37170,"Aug 19, 2016
            -
            Oct 6, 2016",1.58,66
866,tt4305148,N/A,"Drama
    
        Romance",318,Lovesong,1718,"Feb 17, 2017
            -
            Apr 27, 2017",1.4,3
867,tt0343663,R,"Drama
    
        Romance",268,Eros,53666,"Apr 8, 2005
            -
            Jul 21, 2005",1.73,16
868,tt2674430,R,"Drama
    
        Sci-Fi
    
        Thriller",212,Approaching the Unknown,6476,"Jun 3, 2016",1.5,11
869,tt0347246,PG-13,"Animation
    
        Drama
    
        Sci-Fi
    
        Thriller",112,Ghost in the Shell 2: Innocence,317722,"Sep 17, 2004
            -
            Nov 4, 2004",1.67,55
870,tt0377092,PG-13,Comedy,246,Mean Girls,24432195,"Apr 30, 2004
            -
            Sep 9, 2004",1.62,3054
871,tt4786282,PG-13,"Drama
    
        Horror
    
        Mystery
    
        Thriller",163,Lights Out,21688103,"Jul 22, 2016
            -
            Sep 29, 2016",1.35,2835
872,tt0038824,N/A,"Crime
    
        Drama",346,Panique,7062,"Jan 20, 2017",1.65,3
873,tt0299172,PG,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Music
    
        Western",274,Home on the Range,13880771,"Apr 2, 2004
            -
            Aug 26, 2004",1.27,3058
874,tt3909336,N/A,"Drama
    
        Romance",353,Worlds Apart,16353,"Jan 13, 2017
            -
            Feb 16, 2017",1.88,2
875,tt0368008,R,"Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller",161,The Manchurian Candidate,20018620,"Jul 30, 2004
            -
            Nov 18, 2004",2.15,2867
876,tt3568002,N/A,"Biography
    
        Crime
    
        Documentary
    
        Mystery",577,The Witness,14523,"Jun 3, 2016
            -
            Jan 12, 2017",1.48,15
877,tt0378109,PG-13,"Action
    
        Adventure
    
        Crime
    
        Thriller",458,Into the Blue,7057854,"Sep 30, 2005
            -
            Jan 2, 2006",1.83,2789
878,tt7160070,N/A,"Action
    
        Drama
    
        Fantasy",375,Along With the Gods: The Two Worlds,185546,"Dec 22, 2017
            -
            Mar 1, 2018",2.32,35
879,tt5061162,N/A,"Comedy
    
        Drama",128,The Teacher,15091,"Aug 30, 2017
            -
            Dec 7, 2017",1.7,5
880,tt1860357,PG-13,"Action
    
        Drama
    
        History
    
        Thriller",98,Deepwater Horizon,20223544,"Sep 30, 2016
            -
            Dec 15, 2016",1.78,3403
881,tt4765284,PG-13,"Comedy
    
        Music",375,Pitch Perfect 3,19928525,"Dec 22, 2017
            -
            Mar 8, 2018",1.55,3468
882,tt3810760,N/A,Documentary,222,Minimalism: A Documentary About the Important Things,N/A,"May 24, 2016
            -
            Aug 4, 2016",1.3,80
883,tt5866930,N/A,"Action
    
        Adventure
    
        Crime
    
        Drama",136,The Adventurers,68614,"Aug 18, 2017
            -
            Sep 28, 2017",2.33,17
884,tt0406158,PG-13,"Biography
    
        Drama",98,"The Prize Winner of Defiance, Ohio",159056,"Sep 30, 2005
            -
            Nov 22, 2005",1.65,41
885,tt4629266,G,Documentary,255,Born in China,4790367,"Apr 21, 2017
            -
            Jul 6, 2017",1.32,1508
886,tt0349169,PG-13,"Comedy
    
        Romance",232,Breakin' All the Rules,5088577,"May 14, 2004
            -
            Jul 29, 2004",1.42,1318
887,tt3911554,N/A,"Comedy
    
        Documentary
    
        Drama
    
        Music",287,Mad Tiger,1119,"Mar 20, 2016",1.37,2
888,tt0362227,PG-13,"Comedy
    
        Drama
    
        Romance",197,The Terminal,19053199,"Jun 18, 2004
            -
            Sep 9, 2004",2.13,2914
889,tt0493405,R,"Action
    
        Comedy
    
        Crime",283,CHIPS,7722802,"Mar 24, 2017
            -
            May 25, 2017",1.67,2464
890,tt5709852,N/A,Documentary,56,All the Queen's Horses,6573,"Nov 10, 2017
            -
            Nov 23, 2017",1.17,1
891,tt0103644,R,"Action
    
        Horror
    
        Sci-Fi",224,AlienÂ³,19449867,"May 22, 1992",1.9,2227
892,tt0407121,G,"Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical
    
        Mystery",324,Pooh's Heffalump Movie,5805559,"Feb 11, 2005
            -
            Apr 14, 2005",1.13,2529
893,tt0102587,PG,"Animation
    
        Drama
    
        Romance",366,Only Yesterday,14970,"Jan 1, 2016
            -
            Apr 21, 2016",1.97,44
894,tt1396484,R,Horror,119,It,123403419,"Sep 8, 2017
            -
            Dec 14, 2017",2.25,4148
895,tt0373074,R,"Action
    
        Comedy
    
        Fantasy",268,Kung Fu Hustle,269225,"Apr 8, 2005 (Apr 22, 2005)
            -
            Aug 18, 2005",1.65,2503
896,tt0337592,PG-13,"Comedy
    
        Drama
    
        Romance",386,Love Don't Cost a Thing,6315311,"Dec 12, 2003
            -
            Mar 11, 2004",1.67,1844
897,tt3659388,PG-13,"Adventure
    
        Drama
    
        Sci-Fi",457,The Martian,54308575,"Oct 2, 2015
            -
            Mar 17, 2016",2.4,3854
898,tt2005151,R,"Biography
    
        Comedy
    
        Crime
    
        Drama
    
        War",135,War Dogs,14685305,"Aug 19, 2016
            -
            Oct 20, 2016",1.9,3258
899,tt1856057,PG,"Action
    
        Adventure
    
        Animation
    
        Family
    
        Fantasy
    
        Sci-Fi",170,Phantom Boy,4352,"Jul 15, 2016
            -
            Aug 11, 2016",1.4,17
900,tt0374536,PG-13,"Comedy
    
        Fantasy
    
        Romance",191,Bewitched,20131130,"Jun 24, 2005
            -
            Aug 21, 2005",1.7,3188
